"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
3.25288854945028e-05,1.03877433174549e-06,6.73717135650183e-07,6.73912089770723e-07,6.73799031039544e-07,6.73315507730211e-07,6.74064897453666e-07,6.73846142226991e-07,9.26289663615787e-05,1.9124835751899e-05,6.73781324953787e-07,0.231928946963857,6.74228082909787e-07,6.73870129377375e-07,6.73820962527533e-07,5.01905585719377e-06,6.73435510721624e-07,3.10140180984839e-05,6.73517422972949e-07,4.55452639501157e-05,6.74050497278995e-07,3.83717220118123e-05,7.55341782018764e-05,6.73655248210604e-07,6.73583142048598e-07,1.15786849872276e-05,6.73395413816686e-07,0.530416417118367,0.000111418089832438,9.71220085390839e-05,1.42883033961161e-05,5.17094224360503e-05,6.74304958672205e-07,6.73942490541087e-07,3.13557095294818e-05,0.000518885678942189,6.73982067941622e-07,6.73470157738933e-07,6.90829263564675e-07,6.74084751741723e-07,0.235554909082143,7.04792281433029e-07,9.11796716869544e-06,0.000135439115806503,6.74128710129233e-07,6.15554926217642e-06,6.74034327602947e-07,2.04740008104427e-05,6.73748544796722e-07,0.000733809294770635
7.45280782639927e-05,4.87408890955593e-07,5.7358562299994e-06,1.75155557358387e-05,1.23467190827617e-05,4.87058835602697e-07,2.85860907013052e-05,4.99999059743377e-07,9.26918841632825e-05,9.25910233683177e-05,4.87328098954988e-07,0.055801476753071,8.79893681313578e-05,4.69493632679883e-06,5.05884585656362e-07,2.02702577434399e-05,4.87299966998513e-07,7.20049736535238e-05,4.8712126569013e-07,0.00025662754635925,7.33978477623324e-05,0.02208704427384,0.000471796452674183,4.9717932441004e-07,4.8736977983846e-07,0.119065698891654,4.87254960614952e-07,0.0491539623866777,9.65517158138787e-05,3.06143920080013e-05,4.77395008759085e-05,5.00912251565869e-05,1.92375796898665e-05,8.17032748520442e-06,8.07791097148397e-05,7.19339995273838e-05,1.70052479495547e-05,4.87222170156854e-07,0.000117829270322174,1.87672409712188e-05,0.502405627582874,5.51901596989865e-06,3.44186342628097e-05,0.000175348557304647,1.74121330026192e-05,2.64550728875228e-05,1.52122820371515e-05,3.19156624160379e-05,4.87304372766391e-07,0.24930452412298
0.00120544133620951,0.000694813847912029,0.000528029643974757,3.32595478758928e-05,1.86352587924754e-05,3.63003983010783e-07,0.000175363193159487,6.04052705512904e-05,0.00233660385941038,0.000783404227914802,5.76615196640724e-05,0.148656445009478,0.000218321292638722,8.85604452986272e-05,4.79063919069427e-05,0.000836288531862976,3.71018373288438e-07,0.00216969481179971,0.000155813548295632,0.00173843589192125,0.000110683746582516,0.000638285669100407,0.00247789839015089,3.06442427610421e-05,2.40918645513097e-06,0.382054360746113,1.6197088452138e-06,0.000264210504561931,0.00366961123668674,0.00603398062508407,0.00109630957688687,0.00154014362491743,0.00043393142461576,0.000124159134136577,0.0137796516833144,0.165593820956042,0.000129185905347904,3.98281102607194e-07,0.000226064999600883,0.000486982988897281,0.0883602507222524,0.000926355767703568,0.000541570571252561,0.00350546721646946,0.000289089202190902,0.000446665671614925,0.000110309886849628,0.00120827019037096,2.69181068064315e-05,0.166084932382264
0.00194508653451146,0.000185750368402214,0.290702205490394,4.74015662819199e-05,1.77825626282372e-05,3.55710343575319e-07,0.000118331069816232,3.46488127079974e-05,0.000852738886507606,0.000773519459703542,2.07299823990086e-05,0.172931528567359,0.000149117567929745,7.39384513559054e-05,2.78705607506241e-05,0.000911010213770136,3.41931979967202e-06,0.00200702109156171,1.98490881309228e-05,0.00102067872118096,9.68871531829436e-05,0.00104356616268948,0.0019183072031594,1.43030700809295e-05,3.98351538659399e-06,0.000417566214720109,6.9505040344846e-06,0.000189251224195307,0.0443642132025193,0.0213289620669671,0.000364629775244576,0.127483329382342,0.000383107083440634,0.000141192776991536,0.00219319467218418,0.196958972297607,0.000118302259576365,4.17924230918982e-06,0.000126617308647677,0.000982600264225981,0.000539499438998489,0.000360982296315601,0.000886060120385935,0.0030834994374117,0.000174865890035138,0.000353870353094341,8.63029648364767e-05,0.00058990870282334,2.91237091580523e-05,0.123912787681902
0.00251403553697165,0.00107527185401436,0.000786978490951503,0.000332441411674495,0.000349576842207572,6.55558430946258e-05,0.169523991541432,0.00034725708911992,0.0207571819001039,0.0589047781072649,0.000242091342896562,0.00481736126985043,0.00102337549900289,0.000657571432637178,0.000383782131036667,0.00123078493189023,0.000166251074273177,0.0179069222617075,0.000307100512189987,0.00245100760322212,0.000758242399529841,0.00275840671596565,0.116143165411913,0.000222979778199582,8.93437683784745e-05,0.00113998427505731,0.000167187619389022,0.000639159776032279,0.158828821762671,0.133436787663867,0.00350054094739669,0.0397217767630548,0.00474385725950885,0.000548304880322614,0.164408981889705,0.0498024192622216,0.000544338902430411,0.000135201048418598,0.000764206073134254,0.000908709157922896,0.0010386542775694,0.00106520852398765,0.00228094800289264,0.00536052796619737,0.00108858475351686,0.0010456470280173,0.000513699456426846,0.00409865281233512,0.000240944125953753,0.0201614010224427
0.00246595863924653,0.00200678998010748,0.00238799698444962,0.000728133576747327,0.000604263086448889,0.000128931678233718,0.0163161460319326,0.000528414159482294,0.0691871042091757,0.128423794926039,0.00026792735511247,0.00316849306667397,0.00123614420516668,0.0015921477421941,0.000458313993639765,0.105066115124681,0.00024801142168725,0.0685091184833017,0.000252306320739342,0.00482821208675101,0.000743517491721983,0.0441651341719897,0.0334667472360174,0.000285036482962157,0.000196163217203723,0.000850221910732409,0.000273496980266741,0.000385715092444367,0.0287801481002093,0.0554286821194034,0.00360907333181216,0.00416858002126186,0.00723873800364082,0.125062162593067,0.00239895317808361,0.00959179563275273,0.0645039134748158,0.000204429134997381,0.00170370345928213,0.00119736099607819,0.00100801322157667,0.108358574843361,0.00372534839901185,0.00960030453831762,0.00189381858509008,0.0712883302328326,0.000822565624500383,0.00357860979434067,0.000673142669656128,0.00639339639075983
0.0469097559769091,0.0386008395452669,0.0027328704187379,0.00341763954617321,0.0028796936885848,0.00368949911356634,0.00333193789254537,0.00288827782818328,0.0118650660640248,0.00633780486349766,0.00290866004321319,0.0016131949040028,0.00488558800513071,0.140355594973339,0.00214720397168149,0.00298904456539336,0.00463204266152117,0.00949249895684959,0.00147972863807363,0.00559150609768158,0.00410397392017141,0.00790755218237852,0.00616491132049976,0.00125280109743927,0.00111398686390923,0.000624625475685163,0.0015888951426967,0.000351346505605528,0.00459860718437533,0.00353027733804069,0.0783494296121446,0.00652235845194669,0.120654949629754,0.00907106545653658,0.00750559200027807,0.0024132942656311,0.0609472582191999,0.00615935115722556,0.00359318024349821,0.106911631298833,0.000605474101055292,0.00841603031959293,0.0161174131381077,0.0199200408823252,0.0492035328523899,0.00701046098362719,0.00370499879669377,0.00885560801314208,0.15111240146788,0.0029405043249608
0.00684873239727646,0.0545224913740699,0.00102085381227652,0.0584055537422274,0.0388994905378787,0.1634479636428,0.00118467627604951,0.00270874975059527,0.00453882093505184,0.00146021392886426,0.123211766372711,0.000951049394202335,0.0240581285350545,0.00178389087108141,0.00414878897328579,0.00236328112819152,0.11789913466767,0.00228984520493306,0.00188404493806856,0.00893733808059686,0.00741384074105466,0.00630960790203287,0.00347303736507374,0.00157551237412237,0.00172569127572823,0.000274516140634378,0.00178111097591498,0.000106411105710755,0.00182798772159567,0.00105528998038607,0.00497945824372895,0.00943829767030357,0.00261724244417406,0.00123883177709922,0.00111541802525282,0.000787137414072271,0.00221286339361577,0.00593661842108854,0.110678271400558,0.00519983919698506,0.000453350912636699,0.00195193510010438,0.0814900403676057,0.00736344976131712,0.00543031758287609,0.0120899658570129,0.0159669651958789,0.0810692100318651,0.00283091211869076,0.0010420549399953
0.00640602976113557,0.00562785016415234,0.00119554153513436,0.0166937498271696,0.0379670936042156,0.00632580165357242,0.0011447898277766,0.0750892043057528,0.00184176571218874,0.000979312676054615,0.00537991439300596,0.000519636409716622,0.0456585650142853,0.00106773088060673,0.144475266463609,0.00170885291409797,0.0497693904258495,0.00215006720286168,0.181343115402267,0.0116659110839299,0.0883886054888507,0.00557130809094731,0.00272973590400782,0.0452072959629909,0.00917235224870026,0.000409522545818506,0.0017474790451002,0.000311392727676206,0.000955360673904324,0.000812777091649657,0.00400791616406162,0.00314348527001102,0.00147689718378816,0.00119128021920895,0.00082822645554232,0.000557878563453505,0.00142917581730433,0.1749549360073,0.00156820638435598,0.00385774338483739,0.000346726359312809,0.00222072411175714,0.00226625972863132,0.00674411129036296,0.00346791651573289,0.00183553137843257,0.0310703602579606,0.00419391498476164,0.00143051728670152,0.00109277359945418
0.00432763765020608,0.003388361257781,0.000709819327794976,0.0583600192787835,0.0465640613562442,0.000871269711956607,0.0012529807194254,0.118357911269234,0.00138568048714026,0.000644280183632492,0.00193860850582256,0.000381087677452691,0.0128494035068914,0.000575428938736999,0.074975369994598,0.00123953518356727,0.00214530125613472,0.00147454428092079,0.00241549221398081,0.0124527626600297,0.01465178908103,0.00170251372575617,0.00210464480422762,0.132488020261547,0.175464010990752,0.000255100324354977,0.168380595861772,0.000138307993878142,0.000701111741454319,0.000562788559660702,0.0019289296996106,0.00171588140285013,0.000951640236932252,0.000825261284445297,0.000534220580850573,0.000384997524007148,0.00110818726824507,0.0020789755412924,0.00168618348540433,0.00199125354234592,0.000174826221849142,0.00154528104738349,0.00243493517524015,0.00377972519504934,0.0428146934813188,0.00178871388470981,0.0865250634604899,0.00300740423552848,0.00113090268239229,0.00083448524528766
