"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
9.57651034545404e-07,3.91390236733411e-06,0.00107903403718447,0.000112281903248853,0.0293954983061022,9.57598593243703e-07,9.57745965052159e-07,9.58137422717893e-07,0.830455985917619,9.57677355128985e-07,3.25388389018724e-05,9.57868636617347e-07,9.58043951052433e-07,4.11242811874765e-05,9.57068958170383e-07,7.2083799697702e-05,9.57245470213001e-07,0.000238207517130808,0.0879227715479868,0.00051632833099947,9.82618911407611e-07,9.57444689019893e-07,0.0501177574201717,9.57515141622341e-07,9.57581273371282e-07
9.910428364667e-06,5.13324662799609e-05,0.300487752069693,0.000118911175096273,0.000406991430790442,8.88696505615732e-05,0.665786348236005,3.05611927688462e-06,0.0293888024623929,4.00715576710853e-07,5.71516942881177e-05,4.00668994842973e-07,0.00196026094174352,0.000505606358769098,4.00560666374885e-07,0.000248989339589938,4.00681892333967e-07,0.000191913167951737,0.000516241138954572,6.53847564596679e-05,2.13981018298428e-05,4.00727527991132e-07,8.82610463661325e-05,4.00731154554471e-07,4.15329774426546e-07
0.0011042630186023,0.00113294861346661,0.000248429419038963,0.000280296473793338,0.0152528795596214,0.00228845384530157,0.544439417762757,0.000368740748787334,0.000813425611522081,4.92285621265943e-05,0.00253300175538567,6.33118976991234e-05,0.000932964890311679,0.00591918890154105,2.17109094728766e-05,0.00753575200915027,3.31323191433365e-07,0.00744034699477964,0.38899098318555,0.017373624951927,0.00081832346284496,4.15270306187378e-06,0.00167331950437533,1.31739795625449e-05,0.000701729916128914
0.000275197461708928,0.000616643978270576,0.164329096540154,0.208654889213467,0.00492544823992882,0.000521220165995557,0.001299574243811,5.7006737113867e-05,0.000959272594066525,2.25599483746518e-05,0.000421471511842116,9.06878184537823e-06,0.00037573007891734,0.00104670041587957,1.27569041173357e-05,0.0023128616569637,1.36515379512087e-07,0.00275624831871976,0.188330394685922,0.167570135347605,0.000160710118536687,1.36559795292171e-07,0.255212778000491,1.4257511158154e-07,0.000129819405982494
0.000947071587221257,0.00485677431909444,0.00704011068862975,0.0184672136921043,0.294406496693645,0.00158628664145347,0.00876651622396241,0.0111892780847407,0.00205566591717756,0.000482848064050056,0.133095656727441,0.00108556590124754,0.00745946431972151,0.00693886688357582,0.000236287147020318,0.00431845796793438,0.000226311755765569,0.0113156763353791,0.00996668622648912,0.211108457935938,0.239482934111632,0.000431814127086201,0.0232377596371819,0.000901159160367155,0.000396639851141155
0.00107182231151296,0.0186333969162839,0.00311251191596618,0.00220944669660545,0.00210541118032022,0.00149494800508082,0.00268818187248531,0.106874641099478,0.000882279503539174,0.126716808257526,0.108118228660788,0.139411870668119,0.13249054063573,0.00146541001631022,0.000359648329991585,0.00383540648655726,0.00205213707608338,0.00669268547168343,0.00517421883314011,0.00482743122918314,0.113139409662326,0.00343756365176942,0.00266203746214673,0.00510562207396846,0.205438341983406
0.0024561553860921,0.00902237439250935,0.00200585900256099,0.0017104563465073,0.00296202193445424,0.0024862211066159,0.00299961279484457,0.0321412143742893,0.00147981144349929,0.0382546861724174,0.00823764770298586,0.092727003674793,0.00490991322087383,0.00226224890545244,0.0260401872187027,0.00491422197923515,0.285039312929344,0.00616819939927951,0.00244607995277054,0.00212008201494524,0.00885407516588181,0.271502110148896,0.00141829406217918,0.182416586256247,0.00542562441462447
0.00269357730582699,0.281441232392127,0.00765741593725035,0.00465259130882693,0.00477403396009306,0.00505208362162944,0.0050580226506099,0.0115538009862555,0.00261409538699457,0.0033427978981792,0.0043469087970979,0.00375367659665792,0.00103604562631942,0.00379875853030211,0.37339537636227,0.0954170898883385,0.00300548888424868,0.154176875695169,0.00558195297683823,0.00390211438413084,0.00506502211785375,0.00742577109805546,0.00390343971547966,0.00569627339505338,0.000655554484393439
0.3650726047109,0.0016068440705008,0.00208016025382971,0.00174922027889194,0.00429190920552964,0.114524312468583,0.00216155442044406,0.000210750589773671,0.00105715071205138,0.000276422098857279,0.000593723839371203,0.000145116938267506,0.000502137608399059,0.00137220419075485,0.000182331813205541,0.271021344857375,8.06470003132552e-06,0.227031858861332,0.0022757382396318,0.00156359396517278,0.000427987799872459,5.07853476656992e-05,0.00145675216892067,6.31735165403567e-05,0.000274257344098621
0.0135897571668312,0.0030057319927041,0.00286004841284551,0.00183992364910011,0.00252699223721057,0.467305586633732,0.00799899279038644,0.000365053030825869,0.0140394228453636,0.000410129146364056,0.000836014488505718,0.000186318821589421,0.000950828826189671,0.411967303372331,0.00039777171221752,0.0513791305695983,3.33040491836287e-05,0.0125109204419121,0.00335949744438131,0.00135880885767149,0.000659073436627648,0.000104718476314216,0.00182801249389658,0.000133300686457852,0.00035335841775994
