"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
7.86209755478652e-07,7.86265932788332e-07,7.86276282274156e-07,2.17007159520839e-05,8.58305441820536e-05,7.86086765878737e-07,7.86236293983864e-07,7.86189908649775e-07,0.65399704568282,7.86072805632118e-07,7.86263765324628e-07,7.86136668917671e-07,7.86174031738097e-07,7.86240113683581e-07,7.86084790627422e-07,7.8611856205003e-07,7.86024483372172e-07,7.8628440026317e-07,0.000193803942964837,9.65792175434913e-06,7.86258400234205e-07,7.86050458449749e-07,8.96564320163284e-05,7.86117781270112e-07,7.86163387295474e-07,5.50840797304414e-05,7.86080559174043e-07,7.86287476856635e-07,7.86193066215823e-07,7.86085170783087e-07,7.86035759842987e-07,7.86247058431975e-07,0.345471629289926,7.86170244886207e-07,7.87029754120667e-07,7.86190295473446e-07,7.86066583777576e-07,7.86163177492333e-07,9.76954800980733e-06,7.86032770299481e-07,7.87653448136407e-07,1.29011491802013e-05,7.86219253538988e-07,7.86174310661453e-07,7.8623562858563e-07,7.86098048568075e-07,7.86163268034703e-07,7.86204766507185e-07,2.22579292122726e-05,7.86179022622207e-07
1.1915982070756e-05,9.86246167516639e-06,0.000365084145433807,0.000274464213292183,0.000125647946426059,9.57037758597294e-07,0.117232117933851,3.28736748348603e-07,0.00199773522017061,3.28703925374655e-07,1.07692722469804e-05,3.28726697586975e-07,3.3479295056926e-07,3.28763357001433e-07,3.28717990390037e-07,3.28805547828411e-07,3.28647280750397e-07,3.83278505409874e-05,0.000253364342957732,0.000128022232583074,3.39437190658157e-07,3.2869360603589e-07,0.000299273410656547,3.28722957598656e-07,3.2880983674359e-07,0.000421828058607821,3.28690778807346e-07,9.66177087176102e-05,3.287613983515e-07,3.2870029404882e-07,3.28715782577946e-07,3.28773174302385e-07,0.000578413724426932,0.474640249535222,5.674558240212e-05,4.87985440792418e-05,3.28695549511899e-07,3.28731543739111e-07,0.11219131161539,3.28697468760079e-07,0.289792489969674,0.000734858504317175,4.25758070251646e-05,3.390993922518e-05,3.28772687621039e-07,3.28765714779982e-07,3.28734304474971e-07,1.70426563056454e-05,0.000589709948736995,3.28759421167785e-07
0.000388440400020219,0.000638760480431013,0.000198703048731544,0.000574282201245669,0.00248747172414929,0.000230667608931375,0.46420815026265,0.00010765686796988,0.000349580596822639,1.03806114378717e-05,0.000833259135741296,6.52794919693574e-06,0.000167306046384983,0.00061355010075883,3.10035573659063e-05,0.000255123676711657,2.71901257100796e-07,0.00120325679208935,0.167475084616977,0.00156322447711096,0.000467968477214327,2.71876590348488e-07,0.000773892778011418,2.71901734490699e-07,0.000276199702738782,0.00154845208110441,2.71927920694616e-07,0.00261165327702579,0.000390639612888935,2.71900276213618e-07,4.44691018268097e-05,0.000173741837882375,0.00744888095973636,5.61513957504459e-05,0.00192358466073414,0.000572741006353213,2.71900804963398e-07,1.42463164410241e-05,0.31089017492123,2.71880712142925e-07,0.0186970525449906,0.00350309923975053,0.000420753413617747,0.000504272210530948,0.000275703266682349,7.96227734237895e-05,0.000107703664689447,0.000729441748034437,0.00699566390558441,0.000149557659735818
0.000361711712563846,0.000330867456320086,0.18305797581102,0.0734820797808802,0.00821313186299017,0.000259107382358326,0.00154372934545335,2.82125987780287e-05,0.000639203941222774,3.32668522852943e-06,0.00037084430863828,5.56854856606729e-07,8.33013398631698e-05,0.00032368289516997,1.32329087615301e-05,0.000359606098406651,1.12051284657143e-07,0.00107577337105791,0.167728619422858,0.138899810732583,0.000304946836210678,1.12057486907493e-07,0.170924789138477,1.12064818793496e-07,0.000105324790444931,0.0818240437207869,1.12061240375012e-07,0.148845280080143,0.00034619575999496,1.12061046104845e-07,8.44911851508361e-05,4.16132300053285e-05,0.0061317993481415,0.0014851498191171,0.00137794762247018,0.000546336055277672,1.1206145609891e-07,1.12247941209205e-07,0.0036897786862728,1.12061355607926e-07,0.00205441564356418,0.00229035315347121,0.000498247378636101,0.000471950716530164,0.000373291392541358,0.000230572537710626,2.64509692072501e-05,0.000373677751474802,0.00112390884279739,7.37641659330467e-05
0.000793329657671655,0.00248101652041478,0.0022634763962218,0.0284854810678674,0.193268120012061,0.000493326291109345,0.0018353231566203,0.00124862567995699,0.000332063083754088,0.000145516896828177,0.0198206025504491,0.000364892946987406,0.00512255493086118,0.146387331536262,0.000101183082390764,0.000631169604018164,1.83997133919055e-05,0.00513864430478294,0.00507311184815147,0.085638869546358,0.104314736809506,4.95340186582945e-05,0.0247250248094185,0.000251293026196303,0.0008636017097951,0.0714827997789652,8.53261268718871e-05,0.00124340547329755,0.245182087253504,0.000139182908754147,0.000109287543304627,0.00205048573654228,0.00487772594631203,0.000326746078501167,0.00660074119418597,0.000580619125385309,5.80602359194522e-05,0.000283159360938092,0.00324510354692215,2.78068503992219e-05,0.0014498381233748,0.0159477739872493,0.000694792693539622,0.000686084119895109,0.0109174297616167,0.000463447577859794,0.000455626422265609,0.000487554029162336,0.00130735154681574,0.00145033537868593
0.000893597968404338,0.0210967114517157,0.000988407486446847,0.00237454440304377,0.00238495431231027,0.000502060575357072,0.00221440042458389,0.0925819847474826,0.000328394822312238,0.158250260843709,0.0461511361034143,0.108849223877487,0.107950904218628,0.0203946548383749,0.000363315700558685,0.000755855953650529,0.000698887706399993,0.00393039175433372,0.00212919341665858,0.00292640864408961,0.0438619001127189,0.00132561344595806,0.00212728721231677,0.00935692331956511,0.120221583214898,0.00230614828304811,0.00259395446847135,0.000968512572639888,0.00243596895672356,0.0792822439763038,0.000342723503031245,0.0119717606028664,0.00167671331867404,0.000452054198103775,0.00350777809196432,0.000629225771270759,0.00140653523483821,0.0115890652178554,0.00228356286705887,0.000362064806735454,0.00175691958365217,0.00209166518658443,0.000616288772183689,0.00127205035141847,0.0560067733511483,0.00066652400947216,0.00206384344175496,0.00101595947803134,0.00127492879814609,0.0587681386036058
0.00107215011583457,0.00282421994659443,0.000345195370313161,0.000699492208406061,0.00103477705298773,0.000661890653813687,0.000909876695033036,0.00893316818304006,0.00034551804249144,0.00570051543839021,0.00221452710837337,0.0211174812872634,0.00187334812598946,0.00203552405921379,0.0101257282126737,0.000968790553247482,0.19009298918522,0.00207188794775647,0.000626284205454368,0.000564665786132316,0.00247898311343622,0.198761243205266,0.000481147429352588,0.0616410725228339,0.00204015926419365,0.000700878176379869,0.132870442375367,0.000462681935953206,0.00159515720087883,0.0270289523265535,0.00284972775387705,0.0137650444602926,0.00108450783233564,0.000471127345318577,0.00197162648798787,0.00066046972287058,0.133477715256042,0.0744989000688448,0.00100623271112656,0.0609250838202993,0.000962026463188279,0.0012780753066982,0.000724445972991363,0.00122771960978873,0.00221071989597,0.00106530118565691,0.0126021946224731,0.00254823051368656,0.00110770971400935,0.00328439352810027
0.00288442335585424,0.0687142445550602,0.000818892479673754,0.00182659271024903,0.00176742863281321,0.00178182951272744,0.0014162536664936,0.00308468137885531,0.000381401583563418,0.000450106471805522,0.00177156887262579,0.00141657289867995,0.00042829349347107,0.00109645670435467,0.202157444652424,0.00409987718057105,0.00122348211559291,0.0311123058171927,0.00156522962797564,0.00172984631824387,0.00251187919940226,0.00206986897878695,0.00130137704620018,0.00150532904847728,0.000442294069201462,0.00221112040653317,0.00186974722266256,0.00111054394188351,0.00118698288343403,0.000691615661109842,0.24991499343612,0.019990842126208,0.003209519422248,0.00225373847804159,0.0935225606076293,0.00127961018232447,0.00647899065580095,0.00229562726301619,0.00202416178875695,0.0354099423453905,0.00102001454821863,0.00471026131958655,0.00123590923696615,0.00425032579591961,0.000651191930606687,0.0135319539214686,0.107575899146955,0.0984881059620517,0.00351181119412813,0.00401685015264529
0.186694706798194,0.00158881128720112,0.000392737503793127,0.00134350483386285,0.00101924910298311,0.0238805324464054,0.00109882803799244,9.42579531126001e-05,0.000362757683698651,6.58921244721223e-05,0.000351259172661041,5.45442382510697e-05,0.000142735942542542,0.000286159130493464,0.00030681429020832,0.209443256108532,1.22069622979581e-07,0.0303401100003335,0.000915511969381591,0.000956519040184508,0.000431868891044022,5.73303114360875e-06,0.000831422301116834,2.05511002623083e-05,0.000180458910403712,0.00183506454989993,1.40944973895232e-05,0.000573221764674494,0.000220781856408096,2.6503563086955e-05,0.000479771591722588,0.000377421304635882,0.0109289069875828,0.00046429662064502,0.00347445472805145,0.00223193030927393,2.7988041868359e-05,6.88068927722168e-05,0.00207568217160868,2.27137320649901e-05,0.00155144932633477,0.0084953040562518,0.0033903691518073,0.117427997781165,0.000226714746619197,0.273126510949925,0.000254124954155629,0.00290033252611219,0.108647517763818,0.000349696164228673
0.00824673353585982,0.00103963151425934,0.000278440428442662,0.00102689416021495,0.000802027937131289,0.319273602425108,0.00125774383511056,6.31035837114184e-05,0.000597248308590848,4.47276828244504e-05,0.000312436550953944,2.97544022777847e-05,0.00012936822270888,0.00041103011242456,0.000105390921753037,0.00564646953281326,1.2947206908788e-07,0.00335251311652801,0.000823163560513725,0.000559475725417743,0.00032684347681606,3.72236027234657e-06,0.000793989300383449,1.74398961432485e-05,0.000130473405210685,0.00144726505187224,1.49208619004779e-05,0.000466427537395897,0.000176178093735289,1.36443188573815e-05,0.00017704667662201,0.00020144760987811,0.0105173051548205,0.000706120709515721,0.00205729741632904,0.302677883083994,2.10995028664494e-05,4.65681356016783e-05,0.00264842732705412,3.41905521878019e-05,0.00171573076686369,0.0516145254553935,0.225963691480462,0.0291700139495562,0.000195800447265738,0.00814037979590426,0.000115841849333128,0.0103099791550154,0.00606058318985034,0.000235278410186029
